index	song	year	artist	genre	lyrics
697	airsick	2008	a-dream-too-late	Rock	"This road seems longer as it takes me Takes me further each day Tryin' to get used to all these towns But I'm not quite the same So show me, show me what I'm missin' And what I can't see And lead me, lead me to believe that There's still a reason here to stay Waking up to another mile While you're still back at home Tracin' my dreams keep holdin' on I'll never feel alone Wanderin' closer I know I'll make it But how will I make it on my own? It's comin' in clear now, as I'm gettin' airsick I'll never make it on my own I'm sick from breathin' in this new air Tastes like the time when I lost you I don't know next time when I see you Will we always fit the same? I know there's somethin' to be found here We're countin' days away from you But I'll take, take all of this in now I need a chance to see this through Wakin' up to another mile While you're still back at home Tracin' my dreams keep holdin' on I'll never feel alone Wanderin' closer I know I'll make it But how will I make it on my own? It's comin' in clear now, as I'm gettin' airsick I'll never make it on my own, I'll never make it on my own One shot is all that I'm seein' Missin' you is all that I'm breathin' Give or take, take it or leave it now One shot is all that I'm seein' Missin' you is all that I'm breathin' Take it or leave it now Wakin' up to another mile While you're still back at home Tracin' my dreams keep holdin' on I'll never feel alone Wanderin' closer I know I'll make it But how will I make it on my own? It's comin' in clear now, as I'm gettin' airsick I'll never make it on my own It's comin' in clear now, as I'm gettin' airsick I'll never make it on my own I'll never make it on my own I'll never make it on my own I'm gettin' airsick "
698	daylight	2008	a-dream-too-late	Rock	"Think I broke myself, I just fell a couple feet Like a glass of ice, the crystal's fight I am here, am I losing ground? I am one, you are all around, everywhere Sometimes I feel like Love is not after all The only thing I know Is time keeps running And colors start to glow 'Cause daylight's coming If I move from here, I won't go back the same In this puzzle of a life's not really mine I am here, am I lost or found? I am one, you all around, everywhere Sometimes I feel like Love is not after all The only thing I know Is time keeps running And colors start to glow 'Cause daylight's coming The only thing I know Is I'll keep running And colors start to glow 'Cause daylight's coming The only thing I know Is time keeps running And colors start to glow 'Cause daylight's coming The only thing, the only thing I know Is I'll keep running I stop to watch the sky begin to glow 'Cause daylight's coming The only thing, the only thing I know Is daylight's coming I stop to watch the sky begin to glow 'Cause daylight's coming "
699	do-you-believe-in-ghosts	2008	a-dream-too-late	Rock	"Stand up, I just saw you Like a shadow in the distance Cautiously I slowly start to breathe Slowly taste you in the air You're just a ghost Invisible You're just a ghost Stand up, because I'm not alone here I can feel you floating through me Should this be a new disease of me Planning intoxication? Cautiously I start to lose my feet As you're breathing down my neck You're just a ghost Invisible You're just a ghost I feel lost, when you're here So surprising, how did you find me? And all I want is the truth You're just a ghost Invisible You're just a ghost I feel lost, when you're here So surprising, how did you find me? And all I want is the truth But you're just a ghost But you're just a ghost Yeah, you're just a ghost "
700	intermission-to-the-moon	2008	a-dream-too-late	Rock	"Please, hear me call out loud Hear me scream this out It's the only thing you'll hear In a town so cold, in a figured soul You will figure out when you hear Space is all you've got You really only get one chance You really only get one love You really only get one fear to fall If you wanna go alone Then it's all on you And the ghosts control Here, with your fingers cold And the shades of roads That won't take you home You really only get one chance You really only get one love You really only get one fear to fall You really only get one wish You really only get one life You really only get one time to fly Space is all you've got Space is all you've got You really only get one chance You really only get one love You really only get one fear to fall You really only get one wish You really only get one life You really only get one time to fly To fly "
701	a-night-polaris	2008	a-dream-too-late	Rock	"If I reached the end would it Ease my mind to leave it with you? And memory please remember me Because you're all that I have I can stand alone, if all on my own Forget our names Let's escape from this fading world Run for cover, we'll run for cover Don't watch this die Save your eyes from this burning world Run for cover, run for cover I wanna go but there's no where To stay outside of your love And I have to live with the things I say but nothing is mine I can stand alone, if all on my own Forget our names Let's escape from this fading world Run for cover, we'll run for cover Don't watch this die Save your eyes from this burning world Run for cover, run for cover, yeah Run for cover, run for cover Forget our names Let's escape from this fading world Run for cover, we'll run for cover Don't watch this die Save your eyes from this burning world Run for cover, run for cover Forget our names Let's escape from this fading world Run for cover, we'll run for cover Don't watch this die Save your eyes from this burning world Run for cover, run for cover "
702	city-park	2008	a-dream-too-late	Rock	"My eyes have seen stranger things So I don't wanna be the one you lost Sometimes falling apart Is the only way to seek the cost I'm drifting off to space I'm singing out These times are taking over my heart You're the owner But these times are taking over my heart Space spans further away All the planets seem to separate Because love is moving away And our lives begin to feel the same I'm drifting off to space And I'm singing out These times are taking over my heart You're the owner But these times are taking over my heart These times are taking over, taking over my heart And I don't want to feel lost inside this City Park You're the answer, take the lonely right from my heart And I'm singing out These times are taking over my heart You're the owner But these times are taking over my heart These times are taking over my heart These times are taking over my heart "
703	can-i-start-a-new	2008	a-dream-too-late	Rock	"I feel your eyes stare into mine Burning through just who I am I wish I could make things right again I know this road takes me from you But I can't seem to slow this down I see myself but you're all around I cannot run from you You've caught my every move I just want you to know I'm burning down this wall Can I start new? It feels like now I'm drowning out Into the rain and all the noise Even the streets can hear your voice I'm running out, can't catch my breath My lungs are thin and caving in I want this, I need you now I cannot run from you You've caught my every move I just want you to know I'm burning down this wall Can I start new? I cannot run from you You've caught my every move I just want you to know I cannot run from you You've caught my every move I just want you to know I'm burning down this wall Can I start new? Can I start new? I'm running to you now "
704	14th-and-knott	2008	a-dream-too-late	Rock	"The sound of silence in the streets Echo off the cars, the way everyone's asleep Seems to be the start of dreams Wandering this town will never get you far The time has come The time to run Do you remember? Do you remember That the freeway takes you anyplace? Just like this life can, just like this life can Take you anyplace but I can't take you Have you lost the motion in your heart 'Cause it's been so long? Since you walked out of the door And learned to just move on from dreams That never came around to being second best Your time has come It's time you run Do you remember? Do you remember That the freeway takes you anyplace? Just like this life can, just like this life can Take you anyplace but I can't take Goodnight feeling When summers leaving It's a goodnight feeling When summers leaving It's a goodnight feeling When summers leaving Do you remember? Do you remember That the freeway takes you anyplace? Just like this life can, just like this life can Take you anyplace but I can't take you "
705	the-life	2008	a-dream-too-late	Rock	"Am I alive? Is it breath that Keeps me livin' in my lungs So I can be strong? Do I believe in you? Do I believe that I want to change from the inside out? I want to change from the inside out I'll give you the life, give you the life I live I'll give you the life, give you the life I live I'll give you the life, give you the life I live I don't wanna live without you I know I can't escape the sun So I'll sing a new song Do I believe in you? Do I believe that I want to change from the inside out? Oh, I want to change from the inside out I'll give you the life, give you the life I live I'll give you the life, give you the life I live I'll give you the life, give you the life I live I won't stop, can't ever stop the feeling I won't stop, I'm not looking for a reason but you I'll give you the life, give you the life I live So let me believe, let me believe in you I'll give you the life, give you the life I live So let me believe, let me believe in you I'll give you the life, give you the life I live I want to change from the inside out "
706	be-honest	2008	a-dream-too-late	Rock	"Oh, oh did you hear? You hung me to dry standing right by your side And I will be honest with you now 'Cause I know that you won't Don't tell me I'm not for real Can't tell me I'm not for real Everything you promised me Then you throw it all away You stabbed my back So you can say what you want to Tell me where's your motive now? Did you throw it all away? You've lost my trust So you can say what you want Oh are you still there? Or did you forget, pretend to disappear? And I will be honest with you now 'Cause I know that you won't Don't tell me I'm not for real Can't tell me I'm not for real Everything you promised me Then you throw it all away You stabbed my back So you can say what you want to Tell me where's your motive now? Did you throw it all away? You've lost my trust So you can say what you want Planets keep on turning But the sun it stays the same Come on you can keep running But this love will never change Planets keep on turning But the sun it stays the same So come on you can keep running But this love will never change Planets keep on turning But the sun it stays the same So come on you can keep running But this love will never change Don't tell me I'm not for real Can't tell me I'm not for real I'm not for real Tell me where's your motive now? Did you throw it all away? You've lost my trust So you can say what you want Everything you promised me Then you throw it all away You've lost my trust So you can say what you want "
707	trendsetter	2008	a-dream-too-late	Rock	"You're rollin' up in your Mercedes Benz Full of your fake friends They're laughin' like they love you You walk around just like you L.A. With all your make up Boys aren't supposed to wear that stuff Do you think there could be Somethin' fortune can't buy? Do you think love has Somethin' to do with it? Trendsetter, you dance alone to your heartbeat Trendsetter, trend-trendsetter Trendsetter, show me what I wanna be Trendsetter, trendsetter You can't afford enough attention To stay at number one So just charge it to mom's credit card Gettin' groped by all the freshman But they can't touch you when They find there's nothin' left inside Do you think they will Stay by your side? Do you think there's somethin' More to life than lies? Trendsetter, you dance alone to your heartbeat Trendsetter, trend-trendsetter Trendsetter, show me what I wanna be Trendsetter, trendsetter Trendsetter, trendsetter Trendsetter, trendsetter Trendsetter, you dance alone to your heartbeat Trendsetter, trendsetter Trendsetter, take a look at yourself All that's left is a ghost when you're somebody else Trendsetter, show me what I wanna be Trendsetter, trendsetter Trendsetter Take a look at yourself all that's left is a ghost "
708	ferajna	2010	farben-lehre	Rock	"Impreza bywa mokra, gdy si? znajomych spotka U?miechy s? szerokie, toasty g??bokie Atmosfera lu?na, natura ludzka pr?na Zabawa zwykle fajna, gdy bawi si? ferajna Nie wa?ne co za ile, kto komu bije brawa Weso?a ferajna i dobra zabawa Nie wa?ne co za ile, komedia czy dramat Weso?a ferajna i dobra zabawa Ton?cy brzytwy chwyta, nie milcz? gdy kto? pyta Co boli mnie i wkurza, a co czasem wzrusza Chwiejne nastroje, przegrywa kto si? boi Legalna i nietajna, weso?a ferajna Nie wa?ne co za ile, kto komu bije brawa Weso?a ferajna i dobra zabawa Nie wa?ne co za ile, komedia czy dramat Weso?a ferajna i dobra zabawa Patrzymy prosto w oczy, nawet w ciemnej nocy Wzrok nam nie umyka na widok przeciwnika Weso?o, rezolutnie, gonimy my?li smutne Dumna niesprzedajna familia i ferajna Nie wa?ne co za ile, kto komu bije brawa Weso?a ferajna i dobra zabawa Nie wa?ne co za ile, komedia czy dramat Weso?a ferajna i dobra zabawa/x 2 "
709	if-theres-a-giant	2012	chloe-alesha	Not Available	"If theres a giant, And he hits the roof, tell him my name yea tell him my name yea tell him to come to me door I will be waiting, i will be waiting, i will be waiting at me door "
710	remmidemmi	2009	deichkind	Hip-Hop	"Deine Eltern sind auf einem Tennisturnier, du machst eine Party, wie nett von dir. Impulsive Menschen kennen keine Grenzen! SchmeiÃ die MÃ¶bel aus dem Fenster, wir brauchen Platz zum dancen! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Ein bisschen Gold und Silber, ein bisschen Glitzer Glitzer. Habt ihr nix zu fressen hier? Ich will Pizza! Deine Mutter hat gesagt: ""Tragt nicht soviel Dreck rein!"". Auf dem Foto in der KÃ¼che sieht sie aus wie Katja Ebstein. Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Wir tanzen auf den Tischen, die Stimmung ist beschissen! Ich will nackt sein! Im Pool kann man sich erfrischen. Die Boxen von dei'm Vater nehm ich mit in die Sauna, mach nen Aufguss mit der Hausbar, und dann dreh' ich lauter! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Yippie Yippie Yeah Yippie Yeah, Krawall und Remmi Demmi! Ey spieÃ mal nicht so rum ey, wir wollen nur was erleben! Privat bei reichen Eltern, was kann es schÃ¶n'res geben? "
711	limit	2009	deichkind	Hip-Hop	"Check das mal die Styles von denen Die gehen gut ab do bist extrem - extrem weggebombt wie bei Taekwondo Wir bring die korrekte Show Bis alle drauf komm bis das Haus bebt Weil die Kids aus dem Biz nich mehr raus gehen Beste Leistung von den Typen die am Deich wohn Mirkofoncheck eins zwo eins zwo Schicke Fraun bouncen zu den fetten Beats Aufm Kiez in den Jeeps da geschieht's do fliegst in hohen Bogen wir haben die Tickets nach oben Was is los mit dem ganzen durchschnitt wir geben Stulle und machen kein Bullshit Bin ich durch mit es ist Zeit zu fliegen Oh mein Gott wie tight sind die denn Refrain Gehen ans Limit ohne Sturzhelm kannst do dir das bidde mal vorstelln Kein Problem fÃ¼r uns wenn der SchÃ¤del brummt Wenn Sebi dicke Beats in deine Vene pumpt Jedes Wort is mÃ¤chtig, rekordverdÃ¤chtig Wenn ich alle Leute die meckern sofort ins Bett schick Steig ein und setzt dich wir gehen ans Limit Aber bitte benimm dich bin ich schon da oder spinn ich Ich glaubs ja nicht was wird hier aufgetischt Nach der ganzen Rohkost kommt das Hauptgericht Der Sound ist dick dreh auf den Shit (Noch doller) Nachbar beschwert sich schon (Tja soll er) Vergiss den Standard Party bis zum Anschlag Hier kommt der Sound der dein Trommelfell brandmarkt do kannst das GerÃ¤t nicht bremsen schon gar nicht mit bloÃen HÃ¤nden Refrain Wir ham nen dicken Beat hingeklatscht Vierviertel Takt jetzt wird mitgemacht Boombastisch wie unser Superbass Gute Nacht wenn wir komm dann tut sich was Samenstau wie auf St. Pauli Dicke Boooms komm aus'm Audi Achtung hier kommt die dicke welle wie auf maui-wauwi Lass bouncn zum Sound 'mh So fette Raps ey kaum zu glaubn do wirst jetzt da hoch geschickt Sag bescheid wenn do oben bist "
712	luftbahn	2009	deichkind	Hip-Hop	"Wir fahren mit der Luftbahn durch die Nacht Der Mond scheint nur fÃ¼r uns, gleich haben wir es geschafft Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Wir fahren mit der Luftbahn durch die Nacht Wo der Sternenhimmel fÃ¼r uns lacht Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Von deinen Schultern FÃ¤llt die ganze Last Du spÃ¼rst sie nie wieder Die Erdanziehungskraft Und sollt es wirklich passieren Dass wir uns im Universum verlieren Dann verglÃ¼h ich fÃ¼r dich Damit du niemals erfrierst Wir fahren mit der Luftbahn durch die Nacht Der Mond scheint nur fÃ¼r uns, gleich haben wir es geschafft Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Wir fahren mit der Luftbahn durch die Nacht Wo der Sternenhimmel fÃ¼r uns lacht Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Schwerelos Wir fÃ¼hlen uns schwerelos Schwerelos Wir fÃ¼hlen uns schwerelos Deine Zweifel waren groÃ Niemand hat sich interessiert Du spÃ¼rst wie es langsam leichter wird Das schlimmste ist jetzt hinter dir Du bist noch ganz benommen Wir sind bald angekommen Du brauchst jetzt nicht mehr zu weinen Denn ich hab dich an die Hand genommen Manchmal muss man einfach raus Denn manchmal ist die Welt zu klein Willst du die Unendlichkeit? Dann lass dich fallen und steig mit ein Ich zeig dir wahre Liebe Und wie gut es tut die Faust zu ballen Wir fliegen vom Dunklen ins Sonnenlicht Bis wir zu Staub zerfallen Wir fahren mit der Luftbahn durch die Nacht Der Mond scheint nur fÃ¼r uns, gleich haben wir es geschafft Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Wir fahren mit der Luftbahn durch die Nacht Wo der Sternenhimmel fÃ¼r uns lacht Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Schwerelos Wir fÃ¼hlen uns schwerelos Schwerelos Wir fÃ¼hlen uns schwerelos Wir fahren mit der Luftbahn durch die Nacht Der Mond scheint nur fÃ¼r uns, gleich haben wir es geschafft Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Wir fahren mit der Luftbahn durch die Nacht Wo der Sternenhimmel fÃ¼r uns lacht Und all die Probleme auf der Erde Liegen fÃ¼r uns in weiter Ferne Schwerelos Wir fÃ¼hlen uns schwerelos Schwerelos Wir fÃ¼hlen uns schwerelos "
713	arbeit-nervt	2010	deichkind	Hip-Hop	"Priester, Putzfrauen, PizzabÃ¤cker, Proktologen Wollen lieber popeln, pÃ¶beln, prÃ¼geln, pogen Lehrer, Kellner, GÃ¤rtner, BÃ¤nker, Broker, Richter Sehnen sich nach Druckbetankung durch den Trichter Seelenklempner, Viehbefruchter, Astronauten WÃ¼rden gern im Weltraum schunkeln, schwofen, saufen Profikicker, Paparazzi, Taxifahrer Ehrgeiz ist die letzte Zuflucht des Versagers Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Tut da mal lieber hin fÃ¼r mich! Trucker, Butler, Schlachter, Schaffner, Politessen Wollen gammeln feiern, flirten, fummeln, fressen Fettabsauger, Spargelstecher, Professoren TrÃ¤umen auch von FKK in Rockstar-Posen KopfgeldjÃ¤ger, Reiseleiter, Gleisarbeiter Schreien, rÃ¼sselnd, rÃ¼lpsend, rotzen, rammeln, reiern OrthopÃ¤den, BoygoupsÃ¤nger, Zeitsoldaten Rohr verlegen, KreuzwortrÃ¤tsel, Feierabend Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt FrÃ¼haufstehen ist doch mehr was fÃ¼r dich Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Mein Konto gibt kein Cent mehr her (Er ist pleite, so scheiÃe pleite) Mein KÃ¼hlschrank ist komplett entleert (Er ist pleite, so richtig pleite) Doch das mach mir nichts aus (Er ist pleite, vÃ¶llig pleite) Denn gleich lÃ¤uft Sonja Kraus (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah) Arbeit nervt (Yeah, Yeah, Yeah, Yeah, Yeah, Yeah)) Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Arbeit nervt Tut da mal lieber hin fÃ¼r mich! "
714	der-strahl	2012	deichkind	Hip-Hop	"Komm steig in das Raumschiff Wir bringen den Sound mit Diese Kids haben's Faustdick Hinter den Ohren Wir genieÃen den Ausblick- unglaublich Deichkind Wieder da, mach mal sehr laut Wir holen noch mehr raus Verschmilz mit dem Abriss Das Licht am Ende des Tunnelblicks packt dich Steiger das Tempo Wir sind dein Begleiter zur Unendlichkeit und noch weiter Zeitlos. Ihr hÃ¶rt Hightech, zeigt mehr Seiten, als das World Wide Web Lasst uns die Kontrolle verlieren. Hinter'm Horizont grenzenlos amÃ¼sieren Der Startknopf ist zum Greifen nah. Wir fliegen dort hin, wo noch keiner war Heiz den Bass auf, wir wollen abfahren SchmeiÃ den Hass raus, wir wollen Platz sparen Heiz den Bass auf, wir wollen abfahren Komm steig mit ein Wir fahren jetzt los Die Zeit steht sill Die Welt ist groÃ Nur du und ich Der Schmerz erlischt Nur du und ich Wir gehen durchs Licht Wir gehen da raus jetzt. Besser wenn du deinen Helm aufsetzt ReiÃen die Schallmauer wie ne Wand ein Mit Lichtgeschwindigkeit es sollte dir bekannt sein Gaffa getapet, damit du cool bleibst Seit R.E.D. ein ganz neuer Urknall Wir fÃ¼hlen uns wie frisch geboren Willkommen auf der Flucht nach vorn Heiz den Bass auf, wir wollen abfahren SchmeiÃ den Hass raus, wir wollen Platz sparen Heiz den Bass auf, wir wollen abfahren Komm steig mit ein Wir fahren jetzt los Die Zeit steht sill Die Welt ist groÃ Nur du und ich Der Schmerz erlischt Nur du und ich Wir gehen durchs Licht "
715	pferd-aus-glas	2012	deichkind	Hip-Hop	"Ich checke meine Mail auf dem Segway Was sind das hier fÃ¼r Leute am Backstage Sag mir bitte wie ich entspannen soll FÃ¼ll die Wanne mit MoÃ«t Aber randvoll Dicker wo ist mein Plasma Didi hat den Kram auch Also mach mal Ich wedle mit den iPads und ScheiÃdreck und kaum verkauft ist der Hype weg Auf dem Weg zum Hotel will ich Quad fahren Soll sich der Praktikant dafÃ¼r opfern Hab ich nicht gesagt rote GummibÃ¤rchen Komm erzÃ¤hl mir keine MÃ¤rchen Oh Mann das nervt mich Der Schampus perlt nicht Ein bisschen mehr Niveau wÃ¤hre herrlich Nach dem Auftritt bitte keine Party Man schÃ¤le mir die Smarties Ich will EiswÃ¼rfel in Pyramidenform In mein Lieblingsdrink hinein Das ist ein Pferd aus Glas GefÃ¼llt mit Bier Wenn ich das sag wird es so sein EiswÃ¼rfel in Pyramidenform In mein Lieblingsdrink hinein Das ist ein Pferd aus Glas GefÃ¼llt mit Bier Wenn ich das sag wird es so sein Au Ich guck in mein GetrÃ¤nk am Privatstrand Wieso ruft mich kein Arsch an? Nicht mal geschÃ¤ftlich Alles lÃ¤uft hier wie geschmiert und es stresst mich Was ist das fÃ¼r ein Prolet dieser Batman? Ich habe heut noch ein Date bei den BackHands Ich bin wieder solo oh no Der must have ist ein No-Go FrÃ¼hstÃ¼ck im Golfclub Sind im Caddy auch die Sitze gepolstert? Was bummeln die hier rum ihr sollt helfen! Immer dieses Bellen ""Bring die Limo fÃ¼r die Welpen"" Komm mach zu ich will um 11 Uhr zu Haus sein SchlieÃlich sammele ich die Awards ein Viel zu viel BMWs vor der HaustÃ¼r Glaub mir, ich muss raus hier Ich will EiswÃ¼rfel in Pyramidenform In mein Lieblingsdrink hinein Das ist ein Pferd aus Glas GefÃ¼llt mit Bier Wenn ich das sag wird es so sein EiswÃ¼rfel in Pyramidenform In mein Lieblingsdrink hinein Das ist ein Pferd aus Glas GefÃ¼llt mit Bier Wenn ich das sag wird es so sein Au Ich hacke meine Beats in die Tasten Im meinem dream sind mir FlÃ¼gel gewachsen, yeah Reimender KuschelbÃ¤r Mein Pulli, wo komm die Fusseln her Also diese Art ist unglaublich Ich verlange Lob vor dem Auftritt Ich trete hier nicht auf bei der Gage Hotel reserviert dir die ganze Etage Ich fordere HandtÃ¼cher, schnell Er sagt 411 Sag mal ist die Deko vom Flohmarkt Ganz schlechte QualitÃ¤t dieses Sofa Ey nerv nicht mit Fanpost Ich trachte nach Trennkost Ich insistiere beharrlich Ich bin ein Star Und ihr seid gar nichts Ich will EiswÃ¼rfel in Pyramidenform In mein Lieblingsdrink hinein Das ist ein Pferd aus Glas GefÃ¼llt mit Bier Wenn ich das sag wird es so sein EiswÃ¼rfel in Pyramidenform In mein Lieblingsdrink hinein Das ist ein Pferd aus Glas GefÃ¼llt mit Bier Wenn ich das sag wird es so sein Mustiwann Number one Er ist lage Mustiwann Number one Er ist so lage "
716	partnerlook	2012	deichkind	Hip-Hop	"Ein Schritt vor, ein zurÃ¼ck Du und ich ganz verrÃ¼ckt Alle staunen, jeder guckt Alle wollen, den Partnerlook Super das SchweiÃband Das hab ich auch an Wir machen alles zusammen Wie'n Trip auf'm Tandem Bahncard zu zweit fahren Spiegelt unsere Freundschaft Zeig mir dein Outfit Bist du bereit fÃ¼r den Auftritt? Wir brauchen nicht tauschen Sehr angenehm Das hab' ich auch an Oh, voll schÃ¶n Was fÃ¼r ein Wahnsinn Lass dich mal ansehen Wo's der Deinhardt? Herr Ober, bitte zwei mal Ein Schritt vor, ein zurÃ¼ck Du und ich ganz verrÃ¼ckt Alle staunen, jeder guckt Alle wollen, den Partnerlook Supertoll Abgestufte Accessoires an der Hand Abgestufte Accessoires Abgestufte Accessoires an der Hand Abgestufte Accessoires Abgestufte Accessoires an der Hand Abgestufte Accessoires Abgestufte Accessoires an der Hand Abgestufte Accessoires Die schicke rote Weste Hab' ich auch, ist die Beste SchÃ¶n deine Haare Hab die gleiche Farbe Vom Scheitel zur Sohle Detailgenau Doppeltes Lottchen Stehlen dir die Show Wunderbar Ein Schritt vor, ein zurÃ¼ck Du und ich ganz verrÃ¼ckt Alle staunen, jeder guckt Alle wollen, den Partnerlook Unsere Kleidung ist modisch Ist doch logisch Als ob wir geklont sind Wie beim Synchronschwimmen Dirndl und SÃ¶ckchen Pulli und RÃ¶ckchen Wir beflÃ¼geln unsere Umwelt Wenn man sich zu uns stellt Abgestufte Accessoires an der Hand Abgestufte Accessoires an der Hand Abgestufte Accessoires Abgestufte Accessoires an der Hand Ein Schritt vor, ein zurÃ¼ck Du und ich, ganz verrÃ¼ckt Alle staunen, jeder guckt Alle wollen, den Partnerlook Super Super good Super Partnerlook Super Super good Super Partnerlook Super Super gut Super im Partnerlook Super Super gut Super im Partnerlook Super Super gut Super im Partnerlook (super gut) Super Super gut Super im Partnerlook "
717	herz-aus-hack	2012	deichkind	Hip-Hop	 
718	roll-das-fass-rein	2012	deichkind	Hip-Hop	 
719	egolution	2012	deichkind	Hip-Hop	 
720	die-rote-kiste	2012	deichkind	Hip-Hop	 
721	illegale-fans	2012	deichkind	Hip-Hop	"Acht Millionen, schieÃ doch, Bulle, schieÃ doch. shit! Wir tanzen um den Feuerberg aus lodernden CDs Die Netzwerke sind scharfgestellt in unseren WGs Dort fahr'n wir die Systeme hoch und wippen uns in Rage 99 Cent fÃ¼rn Track verpuffen in der Blase Die Dixie-Klos vom Hurricane schenken wir Lars Ulrich Dort kann er gerne kacken gehen, Hacker sind geduldig Keine Macht fÃ¼r Niemand, wir werden uns nicht stellen Ihr seid das Imperium und wir sind die Rebellen Wir sind illegale, illegale, illegale Fans Illegale, illegale, illegale Fans Illegale, illegale, illegale Fans Illegale, radikale, digtale Fans Dieses Lied ist leider nicht verfÃ¼gbar in ihrem Land Unsere Antwort kennt ihr sicher, sie heiÃt Widerstand 6 Milliarden Terrabyte die Leitung brennt wie nie Das hier ist kein Klingelstreich, das ist Anarchie Fuck Saturn und MediaMarkt, euer Kaufhaus mÃ¼ffelt Wir schlieÃen eure Tore zu und schlucken dann den SchÃ¼ssel. Ihr wollt Krieg den kÃ¶nnt ihr haben, wir landen die Waffen Wir sind keine EinzeltÃ¤ter, man, wir sind die Massen Wir sind illegale, illegale, illegale Fans Illegale, illegale, illegale Fans Illegale, illegale, illegale Fans Illegale, radikale, digitale Fans Wir sind neu und haben Verstand, ihr kÃ¶nnt uns Ã¼berhaupt nichts Wir zerbrÃ¶seln eure Strategien mit jedem Mausclick Ihr sagt wir sind verboten, weil wir zocken, stehlen, greifen IP-Adressen sind gefÃ¤lscht, wir gehen Ã¼ber Leichen Ihr sagt wir sind kriminell, doch wir sind nur die User Im Knast saugen wir weiter, Copyrights sind was fÃ¼r Loser Tupac, Kurt und Marley, der Shit ist fÃ¼r uns alle da Wir sind zu viel, wir sind zu nah, wir sind zu schnell, ihr kÃ¶nnt uns mal Illegale, illegale, illegale Fans Illegale, illegale, illegale Fans Illegale, illegale, illegale Fans Illegale, radikale, digitale Fans "
